,Name,Genre,ID,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
2496,Operation Finale,History,tt5208252,2018,6.6,Chris Weitz,"41,902",$17.61M,6.5,"26,047",6.8,"3,939"
2497,The Red Sea Diving Resort,History,tt4995776,2019,6.6,Gideon Raff,"28,869",,6.5,"15,993",6.9,"3,713"
2498,Harriet,History,tt4648786,2019,6.6,Kasi Lemmons,"26,296",,6.4,"13,095",7.2,"4,656"
2499,Macbeth,History,tt2884018,2015,6.6,Justin Kurzel,"56,560",$1.11M,6.5,"35,006",6.8,"8,373"
2500,The Lost City of Z,History,tt1212428,2016,6.6,James Gray,"89,993",$8.58M,6.6,"56,226",6.4,"10,142"
2501,Robin Hood,History,tt0955308,2010,6.6,Ridley Scott,"266,811",$105.27M,6.6,"189,946",6.8,"28,984"
2502,A Mighty Heart,History,tt0829459,2007,6.6,Michael Winterbottom,"27,630",$9.18M,6.6,"17,238",6.8,"5,887"
2503,The 13th Warrior,History,tt0120657,1999,6.6,John McTiernan,"123,879",$32.70M,6.6,"87,645",6.7,"10,922"
2504,The Current War,History,tt2140507,2017,6.5,Alfonso Gomez-Rejon,"27,071",,6.5,"15,319",6.5,"3,167"
2505,Fetih 1453,History,tt1783232,2012,6.5,Faruk Aksoy,"58,124",$0.07M,6.4,"41,836",6.7,"4,641"
2506,12 Strong,History,tt1413492,2018,6.5,Nicolai Fuglsig,"78,734",$45.50M,6.5,"49,275",6.8,"5,638"
2507,Flyboys,History,tt0454824,2006,6.5,Tony Bill,"42,804",$13.08M,6.5,"30,795",6.7,"4,772"
2508,Hollywoodland,History,tt0427969,2006,6.5,Allen Coulter,"34,329",$14.42M,6.5,"23,407",6.5,"4,651"
2509,Marie Antoinette,History,tt0422720,2006,6.5,Sofia Coppola,"110,397",$15.96M,6.3,"46,513",6.7,"39,231"
2510,Compliance,History,tt1971352,2012,6.4,Craig Zobel,"34,465",$0.32M,6.4,"24,192",6.4,"4,869"
2511,Black Death,History,tt1181791,2010,6.4,Christopher Smith,"47,912",$0.02M,6.4,"35,023",6.2,"5,445"
2512,Child 44,History,tt1014763,2015,6.4,Daniel Espinosa,"70,868",$1.21M,6.4,"44,114",6.7,"10,487"
2513,Ned Kelly,History,tt0277941,2003,6.4,Gregor Jordan,"27,029",$0.07M,6.4,"16,448",6.5,"5,300"
2514,Joan of Arc,History,tt0151137,1999,6.4,Luc Besson,"66,538",$14.28M,6.4,"44,248",6.4,"8,406"
2515,1492: Conquest of Paradise,History,tt0103594,1992,6.4,Ridley Scott,"30,326",$7.19M,6.4,"21,568",6.4,"2,081"
2516,The Laundromat,History,tt5865326,2019,6.3,Steven Soderbergh,"50,398",,6.3,"28,622",6.3,"7,656"
2517,Risen,History,tt3231054,2016,6.3,Kevin Reynolds,"28,302",$36.87M,6.2,"18,028",6.6,"3,017"
2518,Mary Queen of Scots,History,tt2328900,2018,6.3,Josie Rourke,"49,628",$16.47M,6.2,"22,278",6.4,"11,692"
2519,True Story,History,tt2273657,2015,6.3,Rupert Goold,"68,404",$4.72M,6.2,"41,223",6.4,"11,210"
2520,W.,History,tt1175491,2008,6.3,Oliver Stone,"48,169",$25.53M,6.4,"36,137",6.1,"4,010"
2521,Centurion,History,tt1020558,2010,6.3,Neil Marshall,"82,511",$0.12M,6.3,"62,952",6.3,"6,601"
2522,King Arthur,History,tt0349683,2004,6.3,Antoine Fuqua,"167,135",$51.88M,6.3,"110,429",6.4,"22,660"
2523,Evita,History,tt0116250,1996,6.3,Alan Parker,"35,663",$50.05M,6.1,"18,365",6.6,"8,073"
2524,The Eagle,History,tt1034389,2011,6.2,Kevin Macdonald,"70,028",$19.49M,6.2,"50,318",6.4,"8,145"
2525,The Libertine,History,tt0375920,2004,6.2,Laurence Dunmore,"36,391",$4.84M,6.2,"18,801",6.5,"11,162"
2526,Pearl Harbor,History,tt0213149,2001,6.2,Michael Bay,"329,274",$198.54M,6.1,"204,728",6.8,"48,035"
2527,Last Knights,History,tt2493486,2015,6.1,Kazuaki Kiriya,"43,047",,6.1,"30,144",6.3,"3,728"
2528,The Monuments Men,History,tt2177771,2014,6.1,George Clooney,"131,327",$78.03M,6.0,"86,879",6.4,"18,451"
2529,Ironclad,History,tt1233301,2011,6.1,Jonathan English,"42,075",,6.1,"33,143",6.0,"2,917"
2530,Tomiris,History,tt7985648,2019,6.0,Akan Satayev,"41,979",,6.7,"4,411",7.3,500
2531,Alien,Horror,tt0078748,1979,8.5,Ridley Scott,"858,573",$78.90M,8.5,"531,679",8.2,"78,771"
2532,Psycho,Horror,tt0054215,1960,8.5,Alfred Hitchcock,"656,541",$32.00M,8.5,"369,735",8.4,"92,494"
2533,The Shining,Horror,tt0081505,1980,8.4,Stanley Kubrick,"990,963",$44.02M,8.4,"556,066",8.3,"130,949"
2534,Tumbbad,Horror,tt8239946,2018,8.2,Rahi Anil Barve,"42,472",,8.1,"20,435",7.5,"1,403"
2535,Kimetsu no Yaiba: Mugen Ressha-Hen,Horror,tt11032374,2020,8.2,Haruo Sotozaki,"53,509",$47.70M,8.0,"18,188",8.2,"2,402"
2536,The Thing,Horror,tt0084787,1982,8.2,John Carpenter,"412,021",$13.78M,8.2,"269,056",7.8,"31,841"
2537,Harry Potter and the Deathly Hallows: Part 2,Horror,tt1201607,2011,8.1,David Yates,"851,819",$381.01M,8.0,"451,357",8.5,"149,573"
2538,The Exorcist,Horror,tt0070047,1973,8.1,William Friedkin,"395,069",$232.91M,8.1,"245,076",7.8,"52,331"
2539,Les diaboliques,Horror,tt0046911,1955,8.1,Henri-Georges Clouzot,"65,474",$1.09M,8.1,"42,242",8.1,"7,342"
2540,The Blue Elephant,Horror,tt3461252,2014,8.0,Marwan Hamed,"28,318",,7.9,"18,827",7.7,"2,052"
2541,Rosemary's Baby,Horror,tt0063522,1968,8.0,Roman Polanski,"211,989",,8.0,"125,888",7.9,"35,211"
2542,What Ever Happened to Baby Jane?,Horror,tt0056687,1962,8.0,Robert Aldrich,"55,382",$4.05M,7.9,"31,234",8.2,"11,046"
2543,Das Cabinet des Dr. Caligari,Horror,tt0010323,1920,8.0,Robert Wiene,"62,930",,8.0,"39,215",8.1,"8,302"
2544,Låt den rätte komma in,Horror,tt1139797,2008,7.9,Tomas Alfredson,"215,205",$2.12M,7.9,"145,750",7.8,"33,662"
2545,Shaun of the Dead,Horror,tt0365748,2004,7.9,Edgar Wright,"548,767",$13.54M,7.9,"352,325",7.9,"63,589"
2546,King Kong,Horror,tt0024216,1933,7.9,Merian C. Cooper,"84,875",$10.00M,7.9,"57,352",7.5,"7,227"
2547,Freaks,Horror,tt0022913,1932,7.9,Tod Browning,"46,043",,7.8,"29,209",7.9,"6,453"
2548,Nosferatu,Horror,tt0013442,1922,7.9,F.W. Murnau,"95,906",,7.9,"60,945",7.9,"12,520"
2549,Ang-ma-reul bo-at-da,Horror,tt1588170,2010,7.8,Jee-woon Kim,"127,145",$0.13M,7.8,"85,254",7.6,"11,536"
2550,Predator,Horror,tt0093773,1987,7.8,John McTiernan,"402,506",$59.74M,7.9,"282,640",7.3,"21,244"
2551,Dawn of the Dead,Horror,tt0077402,1978,7.8,George A. Romero,"119,328",$5.10M,7.9,"83,082",7.5,"8,957"
2552,Night of the Living Dead,Horror,tt0063350,1968,7.8,George A. Romero,"126,496",$0.09M,7.8,"83,397",7.7,"11,871"
2553,The Innocents,Horror,tt0055018,1961,7.8,Jack Clayton,"30,094",$2.62M,7.8,"19,302",7.7,"4,419"
2554,Bride of Frankenstein,Horror,tt0026138,1935,7.8,James Whale,"47,690",$4.36M,7.8,"31,450",7.6,"4,836"
2555,Frankenstein,Horror,tt0021884,1931,7.8,James Whale,"71,390",,7.8,"46,845",7.7,"7,433"
2556,Get Out,Horror,tt5052448,2017,7.7,Jordan Peele,"565,862",$176.04M,7.7,"290,635",7.7,"73,778"
2557,Evil Dead II,Horror,tt0092991,1987,7.7,Sam Raimi,"161,854",$5.92M,7.7,"109,099",7.4,"11,710"
2558,Halloween,Horror,tt0077651,1978,7.7,John Carpenter,"267,309",$47.00M,7.7,"159,466",7.5,"28,904"
2559,Invasion of the Body Snatchers,Horror,tt0049366,1956,7.7,Don Siegel,"49,296",,7.7,"33,052",7.6,"4,686"
2560,Busanhaeng,Horror,tt5700672,2016,7.6,Sang-ho Yeon,"211,177",$2.13M,7.5,"114,253",7.8,"23,094"
2561,What We Do in the Shadows,Horror,tt3416742,2014,7.6,Jemaine Clement,"179,522",$3.33M,7.5,"101,208",7.9,"28,539"
2562,La piel que habito,Horror,tt1189073,2011,7.6,Pedro Almodóvar,"150,787",$3.19M,7.6,"89,152",7.8,"32,388"
2563,Zombieland,Horror,tt1156398,2009,7.6,Ruben Fleischer,"565,102",$75.59M,7.6,"359,091",7.6,"67,034"
2564,Saw,Horror,tt0387564,2004,7.6,James Wan,"412,512",$56.00M,7.6,"264,429",7.5,"48,714"
2565,The Others,Horror,tt0230600,2001,7.6,Alejandro Amenábar,"360,687",$96.52M,7.6,"206,165",7.8,"69,288"
2566,Vampire Hunter D: Bloodlust,Horror,tt0216651,2000,7.6,Jack Fletcher,"31,788",$0.15M,7.6,"21,771",7.8,"3,369"
2567,American Psycho,Horror,tt0144084,2000,7.6,Mary Harron,"577,945",$15.07M,7.6,"335,189",7.5,"70,410"
2568,The Fly,Horror,tt0091064,1986,7.6,David Cronenberg,"177,928",$40.46M,7.6,"118,703",7.3,"17,116"
2569,Repulsion,Horror,tt0059646,1965,7.6,Roman Polanski,"52,828",,7.6,"34,133",7.6,"6,900"
2570,The Birds,Horror,tt0056869,1963,7.6,Alfred Hitchcock,"186,068",$11.40M,7.6,"110,884",7.7,"27,421"
2571,Peeping Tom,Horror,tt0054167,1960,7.6,Michael Powell,"34,998",$0.08M,7.6,"23,672",7.5,"3,642"
2572,Les yeux sans visage,Horror,tt0053459,1960,7.6,Georges Franju,"31,279",$0.05M,7.6,"20,159",7.6,"3,760"
2573,The Invisible Man,Horror,tt0024184,1933,7.6,James Whale,"34,616",,7.6,"22,883",7.5,"3,149"
2574,Stree,Horror,tt8108202,2018,7.5,Amar Kaushik,"33,362",,7.5,"17,716",7.4,"1,723"
2575,A Quiet Place,Horror,tt6644200,2018,7.5,John Krasinski,"510,366",$188.02M,7.4,"254,933",7.6,"64,564"
2576,Tucker and Dale vs Evil,Horror,tt1465522,2010,7.5,Eli Craig,"177,231",$0.22M,7.5,"125,321",7.6,"18,581"
2577,The Conjuring,Horror,tt1457767,2013,7.5,James Wan,"493,906",$137.40M,7.5,"274,897",7.5,"75,175"
2578,Grindhouse,Horror,tt0462322,2007,7.5,Robert Rodriguez,"183,999",$25.04M,7.5,"135,496",7.7,"17,291"
2579,28 Days Later...,Horror,tt0289043,2002,7.5,Danny Boyle,"406,664",$45.06M,7.5,"265,576",7.6,"46,835"
2580,Interview with the Vampire: The Vampire Chronicles,Horror,tt0110148,1994,7.5,Neil Jordan,"316,488",$105.26M,7.4,"177,566",7.8,"67,552"
2581,The Crow,Horror,tt0109506,1994,7.5,Alex Proyas,"181,162",$50.69M,7.5,"117,016",7.8,"22,475"
2582,Braindead,Horror,tt0103873,1992,7.5,Peter Jackson,"96,679",$0.24M,7.5,"68,433",7.2,"7,562"
2583,An American Werewolf in London,Horror,tt0082010,1981,7.5,John Landis,"104,531",$30.57M,7.5,"67,939",7.4,"10,062"
2584,The Omen,Horror,tt0075005,1976,7.5,Richard Donner,"117,170",$4.27M,7.5,"74,660",7.5,"15,011"
2585,Profondo rosso,Horror,tt0073582,1975,7.5,Dario Argento,"37,471",,7.5,"24,927",7.3,"3,758"
2586,The Wicker Man,Horror,tt0070917,1973,7.5,Robin Hardy,"79,878",$0.06M,7.5,"51,607",7.3,"9,129"
2587,Gojira,Horror,tt0047034,1954,7.5,Ishirô Honda,"33,524",$2.42M,7.5,"22,520",7.4,"2,283"
2588,The Lighthouse,Horror,tt7984734,2019,7.4,Robert Eggers,"205,486",$0.43M,7.3,"107,519",7.0,"16,405"
2589,Gokseong,Horror,tt5215952,2016,7.4,Na Hong-jin,"65,900",,7.4,"39,448",7.2,"6,283"
2590,[Rec],Horror,tt1038988,2007,7.4,Jaume Balagueró,"177,442",,7.4,"120,073",7.2,"21,663"
2591,Bhool Bhulaiyaa,Horror,tt0995031,2007,7.4,Priyadarshan,"27,182",$1.07M,7.2,"14,400",7.2,"1,304"
2592,El orfanato,Horror,tt0464141,2007,7.4,J.A. Bayona,"154,613",$7.16M,7.4,"95,813",7.6,"30,790"
2593,El espinazo del diablo,Horror,tt0256009,2001,7.4,Guillermo del Toro,"65,609",$0.75M,7.4,"43,728",7.5,"9,235"
2594,Tesis,Horror,tt0117883,1996,7.4,Alejandro Amenábar,"38,652",,7.4,"25,057",7.5,"5,341"
2595,Army of Darkness,Horror,tt0106308,1992,7.4,Sam Raimi,"175,690",$11.50M,7.4,"119,785",7.3,"12,012"
2596,Dracula,Horror,tt0103874,1992,7.4,Francis Ford Coppola,"213,357",$82.52M,7.3,"126,446",7.5,"34,212"
2597,Jacob's Ladder,Horror,tt0099871,1990,7.4,Adrian Lyne,"107,008",$26.12M,7.4,"72,137",7.4,"10,947"
2598,A Nightmare on Elm Street,Horror,tt0087800,1984,7.4,Wes Craven,"232,794",$25.50M,7.4,"139,063",7.4,"30,538"
2599,The Evil Dead,Horror,tt0083907,1981,7.4,Sam Raimi,"205,783",$2.40M,7.4,"135,165",7.1,"18,159"
2600,Nosferatu: Phantom der Nacht,Horror,tt0079641,1979,7.4,Werner Herzog,"35,851",,7.4,"24,170",7.5,"3,577"
2601,Invasion of the Body Snatchers,Horror,tt0077745,1978,7.4,Philip Kaufman,"59,479",$24.95M,7.4,"40,317",7.3,"5,296"
2602,Carrie,Horror,tt0074285,1976,7.4,Brian De Palma,"183,688",$33.80M,7.4,"106,104",7.5,"32,063"
2603,The Rocky Horror Picture Show,Horror,tt0073629,1975,7.4,Jim Sharman,"148,583",$139.88M,7.1,"73,201",7.9,"35,727"
2604,The Texas Chain Saw Massacre,Horror,tt0072271,1974,7.4,Tobe Hooper,"157,740",$30.86M,7.5,"98,531",7.1,"15,021"
2605,The Haunting,Horror,tt0057129,1963,7.4,Robert Wise,"39,105",$2.62M,7.4,"24,899",7.5,"5,710"
2606,Dracula,Horror,tt0021814,1931,7.4,Tod Browning,"51,616",,7.4,"33,151",7.5,"5,833"
2607,Hereditary,Horror,tt7784604,2018,7.3,Ari Aster,"296,320",$44.07M,7.3,"149,021",7.0,"37,460"
2608,Doctor Sleep,Horror,tt5606664,2019,7.3,Mike Flanagan,"185,577",,7.3,"99,785",7.3,"21,340"
2609,Split,Horror,tt4972582,X 2016,7.3,M. Night Shyamalan,"478,931",$138.29M,7.3,"246,941",7.4,"68,363"
2610,The Conjuring 2,Horror,tt3065204,2016,7.3,James Wan,"262,531",$102.47M,7.3,"137,700",7.3,"32,526"
2611,Bacurau,Horror,tt2762506,2019,7.3,Juliano Dornelles,"26,791",,7.3,"16,581",7.6,"2,561"
2612,It,Horror,tt1396484,2017,7.3,Andy Muschietti,"520,910",$327.48M,7.3,"262,928",7.3,"64,593"
2613,Sweeney Todd: The Demon Barber of Fleet Street,Horror,tt0408236,2007,7.3,Tim Burton,"364,568",$52.90M,7.3,"201,996",7.6,"86,611"
2614,Dawn of the Dead,Horror,tt0363547,2004,7.3,Zack Snyder,"252,768",$59.02M,7.3,"173,934",7.2,"24,226"
2615,Sleepy Hollow,Horror,tt0162661,1999,7.3,Tim Burton,"354,792",$101.07M,7.3,"204,051",7.5,"65,221"
2616,Pi,Horror,tt0138704,1998,7.3,Darren Aronofsky,"177,477",$3.22M,7.3,"122,910",7.3,"17,232"
2617,Scream,Horror,tt0117571,1996,7.3,Wes Craven,"333,397",$103.05M,7.3,"190,190",7.4,"46,774"
2618,Angel Heart,Horror,tt0092563,1987,7.3,Alan Parker,"87,457",$17.19M,7.3,"60,279",7.1,"7,937"
2619,The Return of the Living Dead,Horror,tt0089907,1985,7.3,Dan O'Bannon,"60,421",$14.24M,7.3,"41,332",7.1,"5,322"
2620,Gremlins,Horror,tt0087363,1984,7.3,Joe Dante,"219,748",$148.17M,7.3,"134,744",7.2,"27,497"
2621,Poltergeist,Horror,tt0084516,1982,7.3,Tobe Hooper,"159,320",$76.61M,7.3,"96,068",7.4,"22,343"
2622,Possession,Horror,tt0082933,1981,7.3,Andrzej Zulawski,"31,310",$1.11M,7.3,"19,898",7.1,"3,583"
2623,Suspiria,Horror,tt0076786,1977,7.3,Dario Argento,"91,633",,7.3,"56,372",7.2,"11,248"
2624,Hausu,Horror,tt0076162,1977,7.3,Nobuhiko Ôbayashi,"26,832",,7.2,"16,858",7.2,"2,529"
2625,Eraserhead,Horror,tt0074486,1977,7.3,David Lynch,"114,294",$7.00M,7.3,"71,813",7.2,"11,314"
2626,Doctor Strange in the Multiverse of Madness,Horror,tt9419884,2022,7.2,Sam Raimi,"239,793",,7.1,"98,165",7.3,"15,628"
2627,A Quiet Place Part II,Horror,tt8332922,2020,7.2,John Krasinski,"212,738",$160.07M,7.1,"105,070",7.4,"19,188"
2628,Mientras duermes,Horror,tt1437358,2011,7.2,Jaume Balagueró,"42,460",,7.2,"27,052",7.2,"6,624"
2629,10 Cloverfield Lane,Horror,tt1179933,2016,7.2,Dan Trachtenberg,"318,968",$72.08M,7.2,"194,404",7.0,"33,161"
2630,An American Crime,Horror,tt0802948,2007,7.2,Tommy O'Haver,"34,641",,7.2,"19,442",7.5,"9,071"
2631,The Descent,Horror,tt0435625,2005,7.2,Neil Marshall,"220,076",$26.02M,7.2,"141,337",7.2,"28,886"
2632,Ringu,Horror,tt0178868,1998,7.2,Hideo Nakata,"69,391",,7.2,"44,431",7.2,"9,217"
2633,Cube,Horror,tt0123755,1997,7.2,Vincenzo Natali,"227,900",$0.50M,7.2,"149,860",7.1,"25,601"
2634,From Dusk Till Dawn,Horror,tt0116367,1996,7.2,Robert Rodriguez,"309,321",$25.75M,7.2,"201,798",7.2,"29,462"
2635,Twin Peaks: Fire Walk with Me,Horror,tt0105665,1992,7.2,David Lynch,"95,856",$4.16M,7.2,"58,984",7.3,"12,700"
2636,They Live,Horror,tt0096256,1988,7.2,John Carpenter,"127,249",$13.01M,7.2,"87,557",7.1,"8,389"
2637,Dead Ringers,Horror,tt0094964,1988,7.2,David Cronenberg,"46,533",$9.13M,7.2,"30,333",7.2,"5,187"
2638,The Lost Boys,Horror,tt0093437,1987,7.2,Joel Schumacher,"139,691",$32.22M,7.1,"80,504",7.6,"23,925"
2639,Re-Animator,Horror,tt0089885,1985,7.2,Stuart Gordon,"63,493",$2.02M,7.2,"43,301",6.9,"4,952"
2640,Videodrome,Horror,tt0086541,1983,7.2,David Cronenberg,"91,878",$2.12M,7.2,"63,008",7.0,"7,551"
2641,The Dead Zone,Horror,tt0085407,1983,7.2,David Cronenberg,"69,213",$20.77M,7.2,"46,291",7.1,"6,501"
2642,The Changeling,Horror,tt0080516,1980,7.2,Peter Medak,"34,442",,7.2,"22,293",7.2,"4,670"
2643,Don't Look Now,Horror,tt0069995,1973,7.2,Nicolas Roeg,"55,290",$0.98M,7.2,"36,343",6.9,"6,462"
2644,The Wolf Man,Horror,tt0034398,1941,7.2,George Waggner,"26,790",,7.2,"18,062",7.2,"2,277"
2645,Last Night in Soho,Horror,tt9639470,2021,7.1,Edgar Wright,"108,114",,7.0,"54,436",7.2,"9,907"
2646,Midsommar,Horror,tt8772262,2019,7.1,Ari Aster,"292,457",$27.33M,7.0,"136,953",7.0,"35,483"
2647,Don't Breathe,Horror,tt4160708,2016,7.1,Fede Alvarez,"267,323",$89.22M,7.1,"146,936",7.0,"30,332"
2648,Bone Tomahawk,Horror,tt2494362,2015,7.1,S. Craig Zahler,"99,238",,7.1,"67,806",6.9,"5,731"
2649,Let Me In,Horror,tt1228987,2010,7.1,Matt Reeves,"120,853",$12.13M,7.2,"80,103",6.8,"19,762"
2650,Planet Terror,Horror,tt1077258,2007,7.1,Robert Rodriguez,"209,409",,7.1,"152,721",7.1,"17,972"
2651,Kol,Horror,tt10530176,2020,7.1,Chung-Hyun Lee,"30,424",,7.0,"13,841",7.2,"3,917"
2652,The Invisible Man,Horror,tt1051906,2020,7.1,Leigh Whannell,"219,472",$70.41M,7.0,"114,169",7.2,"26,146"
2653,Bhoot Police,Horror,tt10083640,2021,7.1,Pawan Kripalani,"26,198",,5.7,"3,251",5.9,209
2654,The Mist,Horror,tt0884328,2007,7.1,Frank Darabont,"301,714",$25.59M,7.2,"203,642",6.9,"35,238"
2655,Bakjwi,Horror,tt0762073,2009,7.1,Park Chan-wook,"46,404",$0.30M,7.1,"31,889",7.0,"5,761"
2656,Gwoemul,Horror,tt0468492,2006,7.1,Bong Joon Ho,"119,627",$2.20M,7.0,"80,360",7.1,"10,878"
2657,"Janghwa, Hongryeon",Horror,tt0365376,2003,7.1,Jee-woon Kim,"61,718",,7.1,"37,282",7.3,"11,493"
2658,The Ring,Horror,tt0298130,2002,7.1,Gore Verbinski,"343,832",$129.13M,7.1,"202,507",7.1,"54,578"
2659,Ôdishon,Horror,tt0235198,1999,7.1,Takashi Miike,"80,160",,7.1,"52,504",6.9,"9,850"
2660,Pitch Black,Horror,tt0134847,2000,7.1,David Twohy,"237,618",$39.24M,7.0,"168,098",7.2,"21,174"
2661,Blade,Horror,tt0120611,1998,7.1,Stephen Norrington,"268,914",$70.09M,7.1,"180,956",7.0,"23,467"
2662,The Frighteners,Horror,tt0116365,1996,7.1,Peter Jackson,"87,796",$16.76M,7.1,"59,392",7.1,"9,528"
2663,In the Mouth of Madness,Horror,tt0113409,1994,7.1,John Carpenter,"68,606",$8.95M,7.1,"46,904",6.9,"6,004"
2664,Tremors,Horror,tt0100814,1990,7.1,Ron Underwood,"136,135",$16.67M,7.1,"90,600",7.1,"13,257"
2665,Little Shop of Horrors,Horror,tt0091419,1986,7.1,Frank Oz,"74,843",$38.75M,7.0,"42,819",7.3,"12,085"
2666,Day of the Dead,Horror,tt0088993,1985,7.1,George A. Romero,"68,545",$5.80M,7.1,"48,528",6.9,"4,379"
2667,Black Christmas,Horror,tt0071222,1974,7.1,Bob Clark,"40,172",$4.05M,7.1,"25,317",7.1,"4,906"
2668,Dance of the Vampires,Horror,tt0061655,1967,7.1,Roman Polanski,"31,597",,7.0,"21,135",7.3,"3,392"
2669,The Thing from Another World,Horror,tt0044121,1951,7.1,Christian Nyby,"29,789",,7.1,"20,589",7.0,"2,472"
2670,El hoyo,Horror,tt8228288,2019,7.0,Galder Gaztelu-Urrutia,"211,143",,6.9,"107,660",7.0,"20,883"
2671,Thelma,Horror,tt6304046,2017,7.0,Joachim Trier,"31,698",$0.15M,6.9,"18,184",7.1,"5,480"
2672,The Killing of a Sacred Deer,Horror,tt5715874,2017,7.0,Yorgos Lanthimos,"149,705",$2.29M,7.0,"80,531",6.8,"21,504"
2673,Grave,Horror,tt4954522,2016,7.0,Julia Ducournau,"75,340",$0.51M,6.9,"42,853",6.9,"9,179"
2674,Green Room,Horror,tt4062536,2015,7.0,Jeremy Saulnier,"120,866",$3.22M,7.0,"76,782",6.6,"10,883"
2675,The Cabin in the Woods,Horror,tt1259521,2011,7.0,Drew Goddard,"409,406",$42.07M,7.0,"253,418",6.8,"60,755"
2676,Orphan,Horror,tt1148204,2009,7.0,Jaume Collet-Serra,"213,656",$41.60M,7.0,"116,343",7.1,"45,606"
2677,Cloverfield,Horror,tt1060277,2008,7.0,Matt Reeves,"394,269",$80.05M,7.0,"275,431",6.7,"37,968"
2678,Martyrs,Horror,tt1029234,2008,7.0,Pascal Laugier,"92,576",,7.0,"59,293",7.2,"12,941"
2679,Hotel Transylvania,Horror,tt0837562,2012,7.0,Genndy Tartakovsky,"250,327",$148.31M,6.9,"128,521",7.4,"53,648"
2680,World War Z,Horror,tt0816711,2013,7.0,Marc Forster,"651,859",$202.36M,6.9,"409,418",7.1,"75,046"
2681,Shutter,Horror,tt0440803,2004,7.0,Banjong Pisanthanakun,"44,613",,7.0,"28,248",7.1,"8,167"
2682,Hellboy II: The Golden Army,Horror,tt0411477,2008,7.0,Guillermo del Toro,"269,097",$75.75M,7.0,"191,432",7.1,"24,707"
2683,Constantine,Horror,tt0360486,2005,7.0,Francis Lawrence,"336,908",$75.98M,6.9,"213,304",7.2,"45,975"
2684,Le pacte des loups,Horror,tt0237534,2001,7.0,Christophe Gans,"66,441",$11.26M,7.0,"45,120",7.0,"6,073"
2685,Henry: Portrait of a Serial Killer,Horror,tt0099763,1986,7.0,John McNaughton,"35,976",$0.61M,7.0,"24,442",6.6,"3,298"
2686,Fright Night,Horror,tt0089175,1985,7.0,Tom Holland,"68,948",$24.92M,7.0,"44,246",7.1,"8,380"
2687,The Mummy,Horror,tt0023245,1932,7.0,Karl Freund,"26,395",,7.0,"17,596",7.2,"2,524"
2688,Climax,Horror,tt8359848,2018,6.9,Gaspar Noé,"66,140",$0.80M,6.9,"35,903",6.9,"6,975"
2689,The VVitch: A New-England Folktale,Horror,tt4263482,2015,6.9,Robert Eggers,"248,726",$25.14M,6.9,"135,803",6.5,"29,442"
2690,A Girl Walks Home Alone at Night,Horror,tt2326554,2014,6.9,Ana Lily Amirpour,"35,047",,6.9,"21,619",7.2,"5,793"
2691,Trolljegeren,Horror,tt1740707,2010,6.9,André Øvredal,"73,683",$0.25M,6.9,"54,650",6.9,"6,799"
2692,Frankenweenie,Horror,tt1142977,2012,6.9,Tim Burton,"106,237",$35.29M,6.9,"60,135",7.2,"22,373"
2693,28 Weeks Later,Horror,tt0463854,2007,6.9,Juan Carlos Fresnadillo,"273,461",$28.64M,6.9,"190,044",6.9,"29,583"
2694,Bubba Ho-Tep,Horror,tt0281686,2002,6.9,Don Coscarelli,"48,561",$2.00M,6.9,"34,524",6.8,"3,453"
2695,Shadow of the Vampire,Horror,tt0189998,2000,6.9,E. Elias Merhige,"41,888",$8.29M,6.8,"27,717",6.9,"4,584"
2696,Stir of Echoes,Horror,tt0164181,1999,6.9,David Koepp,"81,086",$21.13M,6.9,"51,093",7.1,"12,429"
2697,Ravenous,Horror,tt0129332,1999,6.9,Antonia Bird,"39,668",$2.06M,6.9,"26,943",7.0,"4,018"
2698,Hocus Pocus,Horror,tt0107120,1993,6.9,Kenny Ortega,"120,641",$39.51M,6.5,"48,832",7.5,"36,140"
2699,Near Dark,Horror,tt0093605,1987,6.9,Kathryn Bigelow,"38,887",$3.37M,6.9,"26,884",6.9,"3,501"
2700,The Monster Squad,Horror,tt0093560,1987,6.9,Fred Dekker,"32,211",$3.77M,6.9,"21,899",7.2,"3,115"
2701,Hellraiser,Horror,tt0093177,1987,6.9,Clive Barker,"118,564",$14.56M,6.9,"76,588",6.9,"12,754"
2702,Creature from the Black Lagoon,Horror,tt0046876,1954,6.9,Jack Arnold,"30,018",$1.30M,6.9,"19,991",6.8,"2,426"
2703,Ready or Not,Horror,tt7798634,2019,6.8,Matt Bettinelli-Olpin,"142,970",$28.71M,6.8,"74,575",7.0,"17,925"
2704,Us,Horror,tt6857112,2019,6.8,Jordan Peele,"277,859",$175.08M,6.8,"140,479",6.9,"33,338"
2705,I See You,Horror,tt6079516,2019,6.8,Adam Randall,"48,022",,6.7,"24,767",6.9,"7,275"
2706,Under the Shadow,Horror,tt4273292,2016,6.8,Babak Anvari,"27,320",$0.03M,6.8,"17,218",6.8,"3,491"
2707,Shin Gojira,Horror,tt4262980,2016,6.8,Hideaki Anno,"27,485",$1.92M,6.7,"17,344",6.7,"1,307"
2708,The House That Jack Built,Horror,tt4003440,2018,6.8,Lars von Trier,"73,788",$0.09M,6.7,"41,736",6.5,"7,947"
